1	2.2100000000	15208.7809098100
2	2.2431450000	15170.2606748024
3	2.2762900000	15132.5442252158
4	2.3094350000	15095.6241413312
5	2.3425800000	15059.4930323954
6	2.3757250000	15024.1435366208
7	2.4088700000	14989.5683211855
8	2.4420150000	14955.7600822330
9	2.4751600000	14922.7115448729
10	2.5083050000	14890.4154631802
11	2.5414500000	14858.8646201954
12	2.5745950000	14828.0518279249
13	2.6077400000	14797.9699273407
14	2.6408850000	14768.6117883804
15	2.6740300000	14739.9703099473
16	2.7071750000	14712.0384199103
17	2.7403200000	14684.8090751040
18	2.7734650000	14658.2752613287
19	2.8066100000	14632.4299933503
20	2.8397550000	14607.2663149002
21	2.8729000000	14582.7772986758
22	2.9060450000	14558.9560463398
23	2.9391900000	14535.7956885209
24	2.9723350000	14513.2893848130
25	3.0054800000	14491.4303237761
26	3.0386250000	14470.2117229357
27	3.0717700000	14449.6268287828
28	3.1049150000	14429.6689167743
29	3.1380600000	14410.3312913326
30	3.1712050000	14391.6072858457
31	3.2043500000	14373.4902626674
32	3.2374950000	14355.9736131171
33	3.2706400000	14339.0507574799
34	3.3037850000	14322.7151450065
35	3.3369300000	14306.9602539132
36	3.3700750000	14291.7795913820
37	3.4032200000	14277.1666935605
38	3.4363650000	14263.1151255622
39	3.4695100000	14249.6184814660
40	3.5026550000	14236.6703843165
41	3.5358000000	14224.2644861240
42	3.5689450000	14212.3944678643
43	3.6020900000	14201.0540394792
44	3.6352350000	14190.2369398759
45	3.6683800000	14179.9369369272
46	3.7015250000	14170.1478274716
47	3.7346700000	14160.8634373135
48	3.7678150000	14152.0776212226
49	3.8009600000	14143.7842629345
50	3.8341050000	14135.9772751503
51	3.8672500000	14128.6505995368
52	3.9003950000	14121.7982067266
53	3.9335400000	14115.4140963177
54	3.9666850000	14109.4922968739
55	3.9998300000	14104.0268659246
56	4.0329750000	14099.0118899650
57	4.0661200000	14094.4414844558
58	4.0992650000	14090.3097938233
59	4.1324100000	14086.6109914596
60	4.1655550000	14083.3392797225
61	4.1987000000	14080.4888899352
62	4.2318450000	14078.0540823868
63	4.2649900000	14076.0291463319
64	4.2981350000	14074.4083999909
65	4.3312800000	14073.1861905497
66	4.3644250000	14072.3568941599
67	4.3975700000	14071.9149159389
68	4.4307150000	14071.8546899696
69	4.4638600000	14072.1706793005
70	4.4970050000	14072.8573759459
71	4.5301500000	14073.9093008856
72	4.5632950000	14075.3210040653
73	4.5964400000	14077.0870643961
74	4.6295850000	14079.2020897549
75	4.6627300000	14081.6607169841
76	4.6958750000	14084.4576118920
77	4.7290200000	14087.5874692524
78	4.7621650000	14091.0450128046
79	4.7953100000	14094.8249952540
80	4.8284550000	14098.9221982711
81	4.8616000000	14103.3314324926
82	4.8947450000	14108.0475375203
83	4.9278900000	14113.0653819222
84	4.9610350000	14118.3798632315
85	4.9941800000	14123.9859079473
86	5.0273250000	14129.8784715343
87	5.0604700000	14136.0525384230
88	5.0936150000	14142.5031220091
89	5.1267600000	14149.2252646546
90	5.1599050000	14156.2140376865
91	5.1930500000	14163.4645413980
92	5.2261950000	14170.9719050477
93	5.2593400000	14178.7312868597
94	5.2924850000	14186.7378740241
95	5.3256300000	14194.9868826964
96	5.3587750000	14203.4735579978
97	5.3919200000	14212.1931740154
98	5.4250650000	14221.1410338015
99	5.4582100000	14230.3124693744
100	5.4913550000	14239.7028417180
101	5.5245000000	14249.3075407817
102	5.5576450000	14259.1219854807
103	5.5907900000	14269.1416236958
