104	5.6239350000	14279.3619322736
105	5.6570800000	14289.7784170260
106	5.6902250000	14300.3866127310
107	5.7233700000	14311.1820831318
108	5.7565150000	14322.1604209377
109	5.7896600000	14333.3172478233
110	5.8228050000	14344.6482144290
111	5.8559500000	14356.1490003608
112	5.8890950000	14367.8153141906
113	5.9222400000	14379.6428934555
114	5.9553850000	14391.6275046586
115	5.9885300000	14403.7649432687
116	6.0216750000	14416.0510337199
117	6.0548200000	14428.4816294123
118	6.0879650000	14441.0526127114
119	6.1211100000	14453.7598949486
120	6.1542550000	14466.5994164207
121	6.1874000000	14479.5671463904
122	6.2205450000	14492.6590830859
123	6.2536900000	14505.8712537011
124	6.2868350000	14519.1997143955
125	6.3199800000	14532.6405502943
126	6.3531250000	14546.1898754884
127	6.3862700000	14559.8438330342
128	6.4194150000	14573.5985949540
129	6.4525600000	14587.4503622355
130	6.4857050000	14601.3953648321
131	6.5188500000	14615.4298616632
132	6.5519950000	14629.5501406133
133	6.5851400000	14643.7525185329
134	6.6182850000	14658.0333412381
135	6.6514300000	14672.3889835106
136	6.6845750000	14686.8158490979
137	6.7177200000	14701.3103707129
138	6.7508650000	14715.8690100344
139	6.7840100000	14730.4882577066
140	6.8171550000	14745.1646333397
141	6.8503000000	14759.8946855092
142	6.8834450000	14774.6749917565
143	6.9165900000	14789.5021585886
144	6.9497350000	14804.3728214779
145	6.9828800000	14819.2836448629
146	7.0160250000	14834.2313221475
147	7.0491700000	14849.2125757012
148	7.0823150000	14864.2241568592
149	7.1154600000	14879.2628459225
150	7.1486050000	14894.3254521575
151	7.1817500000	14909.4088137966
152	7.2148950000	14924.5097980374
153	7.2480400000	14939.6253010436
154	7.2811850000	14954.7522479443
155	7.3143300000	14969.8875928343
156	7.3474750000	14985.0283187740
157	7.3806200000	15000.1714377896
158	7.4137650000	15015.3139908728
159	7.4469100000	15030.4530479811
160	7.4800550000	15045.5857080375
161	7.5132000000	15060.7090989308
162	7.5463450000	15075.8203775153
163	7.5794900000	15090.9167296112
164	7.6126350000	15105.9953700040
165	7.6457800000	15121.0535424452
166	7.6789250000	15136.0885196517
167	7.7120700000	15151.0976033062
168	7.7452150000	15166.0781240570
169	7.7783600000	15181.0274415180
170	7.8115050000	15195.9429442690
171	7.8446500000	15210.8220498550
172	7.8777950000	15225.6622047872
173	7.9109400000	15240.4608845420
174	7.9440850000	15255.2155935616
175	7.9772300000	15269.9238652540
176	8.0103750000	15284.5832619927
177	8.0435200000	15299.1913751169
178	8.0766650000	15313.7458249314
179	8.1098100000	15328.2442607068
180	8.1429550000	15342.6843606791
181	8.1761000000	15357.0638320503
182	8.2092450000	15371.3804109876
183	8.2423900000	15385.6318626244
184	8.2755350000	15399.8159810593
185	8.3086800000	15413.9305893567
186	8.3418250000	15427.9735395467
187	8.3749700000	15441.9427126252
188	8.4081150000	15455.8360185533
189	8.4412600000	15469.6513962583
190	8.4744050000	15483.3868136327
191	8.5075500000	15497.0402675349
192	8.5406950000	15510.6097837890
193	8.5738400000	15524.0934171845
194	8.6069850000	15537.4892514768
195	8.6401300000	15550.7953993868
196	8.6732750000	15564.0100026011
197	8.7064200000	15577.1312317721
198	8.7395650000	15590.1572865176
199	8.7727100000	15603.0863954212
200	8.8058550000	15615.9168160321
201	8.8390000000	15628.6468348652
